"REC_REF_KEY","MODEL_NUM_1","BRAND_NAME","AEC","TYPE_LABEL_EN","TYPE_LABEL_FR","EG_WEB_DEFROST_LABEL_EN","EG_WEB_DEFROST_LABEL_FR","EG_WEB_FREEZER_LOC_LABEL_EN","EG_WEB_FREEZER_LOC_LABEL_FR","TOTAL_VOL_LIT","TOTAL_VOL_CUB","SIZE_CATEGORY","EG_WEB_TTD_ICE_LABEL_EN","EG_WEB_TTD_ICE_LABEL_FR","FRESH_VOL_LIT","FRESH_VOL_CUB","FREEZER_VOL_LIT","FREEZER_VOL_CUB"
11207909,"BRFB1452SS","Blomberg",371,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",391,13.81,6,"No","Non",305,10.77,86,3.04
11207918,"GCS04*","GE",410,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",122,4.3,1,"-","-",122,4.3,0,0
11207921,"GMR03BLH****","GE",285,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86.4,3.1,1,"No","Non",60.16,2.12,26.26,0.93
11207922,"GXS05WLS****","GE",396,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",126,4.45,2,"-","-",126,4.45,0,0
11207923,"PXR03WLS****","GE",357,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",86,3,1,"-","-",86,3,0,0
11207924,"PXR03FLS****","GE",357,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",86,3,1,"-","-",86,3,0,0
11207925,"GMR05BLJ****","GE",232,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",124,4.4,1,"No","Non",124,4.4,0,0
11207926,"FFWC35L2QB","Frigidaire",347,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",110,3.9,1,"-","-",110,3.9,0,0
11236001,"JUD24FCACX0","Jenn-Air",448,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","Bottom","En bas",134,4.72,2,"No","Non",68.5,2.42,65.1,2.3
11236095,"WRB551WNDS","Whirlpool",397,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",321.113,11.34,5,"No","Non",219.1,7.74,101.94,3.6
11236096,"KBWG11NDSS","KitchenAid",397,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",319.697,11.29,5,"No","Non",217.7,7.69,101.94,3.6
11695628,"BRFB1812SS","Blomberg",375.635,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",458.7,16.2,7,"No","Non",314.3,11.1,144.4,5.1
11695629,"BRFB1812SSL","Blomberg",375.635,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",458.7,16.2,7,"No","Non",314.3,11.1,144.4,5.1
11695630,"BRFB1822WH","Blomberg",375.635,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",458.7,16.2,7,"No","Non",314.3,11.1,144.4,5.1
11695631,"BRFB1822SS","Blomberg",375.635,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",458.7,16.2,7,"No","Non",314.3,11.1,144.4,5.1
11695632,"BRFB1822SSL","Blomberg",375.635,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",458.7,16.2,7,"No","Non",314.3,11.1,144.4,5.1
11695633,"BRFB10150FFBIN","Blomberg",387,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",238,8.4,3,"No","Non",173,6.1,65,2.3
11695634,"BRFD2650SSN","Blomberg",504.23,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",662.6,23.4,11,"No","Non",436.1,15.4,226.5,8
11697252,"JFX2897DR***","Jenn-Air",582,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",741.04,26.17,12,"Yes","Oui",521.03,18.4,220.02,7.77
11697253,"KBFN502ESBOO**","KitchenAid",464,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",684.41,24.17,11,"No","Non",502.62,17.75,181.79,6.42
11697254,"WRS335FDD***","Whirlpool",566,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",693.47,24.49,12,"Yes","Oui",433.81,15.32,259.66,9.17
11697255,"5172*41*","Kenmore",566,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",693.47,24.49,12,"Yes","Oui",433.81,15.32,259.66,9.17
11702186,"RRF325HNRED","Nostalgia Electrics",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702187,"RRF325HNBLK","Nostalgia Electrics",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702188,"RRF325**","Nostalgia Electrics",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702189,"WH31**","Whirlpool",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702190,"WH31**A","Whirlpool",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702191,"WH31**Q","Whirlpool",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702192,"WH31**QA","Whirlpool",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702193,"AMA31**A","Amana",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702194,"AMA31**Q","Amana",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702195,"AMA31**","Amana",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702196,"AMA31**QA","Amana",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702197,"GL31**A","Galanz",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702198,"GL31**Q","Galanz",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702199,"GL31**QA","Galanz",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702200,"GL31**","Galanz",423,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
11702211,"BI-42UFD/S/TH","Sub-Zero",589,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",685.26,24.2,11,"No","Non",506.87,17.9,178.39,6.3
11702212,"BI-42UFD/S/PH","Sub-Zero",589,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",685.26,24.2,11,"No","Non",506.87,17.9,178.39,6.3
11702213,"BI-42UFD/O","Sub-Zero",589,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",685.26,24.2,11,"No","Non",506.87,17.9,178.39,6.3
11702216,"7406#","Kenmore",592,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",838.3,29.6,14,"Yes","Oui",552.3,19.5,286,10.1
11702220,"ZIP360NH****","GE Monogram",487,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",588.99,20.8,10,"No","Non",411.16,14.52,176.7,6.24
11702221,"ZIPP360NH****","GE Monogram",487,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",588.99,20.8,10,"No","Non",411.16,14.52,176.7,6.24
11702222,"ZIPS360NH****","GE Monogram",487,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",588.99,20.8,10,"No","Non",411.16,14.52,176.7,6.24
11702246,"MCBM920S1","Magic Chef",374,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",260,9.2,4,"No","Non",180.3,6.37,79.7,2.82
11702247,"MCBM920W1","Magic Chef",374,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",260,9.2,4,"No","Non",180.3,6.37,79.7,2.82
11702248,"FFBM920WH","Avanti",409,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",260,9.2,4,"No","Non",180.3,6.37,79.7,2.82
11702249,"FFBM922PH","Avanti",409,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",260,9.2,4,"No","Non",180.3,6.37,79.7,2.82
11702250,"FF120WH","Avanti",317,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",347,12.3,5,"No","Non",248.9,8.79,98.5,3.48
11702251,"FR9211-B","Igloo",409,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",260,9.2,4,"No","Non",180.3,6.37,79.7,2.82
11776317,"FPRU19F8RF*","Frigidaire",340,"Refrigerator","Réfrigérateur","Automatic","Automatique","No freezer","Sans congélateur",526,18.58,9,"No","Non",526,18.58,0,0
11817790,"WHD-127F*","Midea",290,"Compact refrigerator","Réfrigérateur compact","Partial automatic","Cyclic","Inside","À l'intérieur",98,3.5,1,"No","Non",68,2.4,30,1.1
11817791,"WHD-87LB1B","Midea",213,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","No freezer","Sans congélateur",67,2.4,0,"No","Non",67,2.4,0,0
11819034,"PDR20KMH****","GE Profile",476,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",577.1,20.4,9,"No","Non",398.4,14.07,178.7,6.31
11819035,"PNQ22LMH****","GE Profile",456,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",644.5,22.8,11,"No","Non",450.5,15.91,194,6.85
11819036,"MBR20DTH****","Moffat",456,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",577.1,20.4,9,"No","Non",398.4,14.07,178.7,6.31
11819037,"PNQ20KMH****","GE Profile",461,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",567.2,20,9,"No","Non",388.5,13.72,178.7,6.31
11819077,"DKC052BSLDB-D","Danby",300,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",146,5.2,2,"No","Non",146,5.15,0,0
12117899,"PFH28PSH****","GE Profile",511,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",784.4,27.7,13,"Yes","Oui",524.7,18.53,259.7,9.17
12117900,"LFXC24766*","LG",535,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",665.4,23.5,11,"Yes","Oui",441.7,15.6,223.7,7.9
12117901,"LSFD2491**","LG",535,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",665.4,23.5,11,"Yes","Oui",441.7,15.6,223.7,7.9
12117902,"LFXS30766*","LG",592,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",838.2,29.6,14,"Yes","Oui",552.2,19.5,286,10.1
12117903,"LMXS30786*","LG",514,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",846.8,29.9,14,"Yes","Oui",597.6,21.1,249.2,8.8
12117918,"KRFC302E****","KitchenAid",464,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",621.27,21.94,10,"No","Non",462.98,16.35,158.29,5.59
12117919,"KRFC400E****","KitchenAid",515,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",558.4,19.72,9,"Yes","Oui",415.69,14.68,142.72,5.04
12117920,"KRFF507E****","KitchenAid",587,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",758.88,26.8,13,"Yes","Oui",538.86,19.03,220.02,7.77
12117922,"KRFF707ESS**","KitchenAid",587,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",758.88,26.8,13,"Yes","Oui",538.86,19.03,220.02,7.77
12117924,"KRSC503ES***","KitchenAid",551,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",641.37,22.65,11,"Yes","Oui",386.52,13.65,254.85,9
12117925,"JSC23C9EE***","Jenn-Air",551,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",641.37,22.65,11,"Yes","Oui",386.52,13.65,254.85,9
12117927,"JSC24C8EA***","Jenn-Air",551,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",641.37,22.65,11,"Yes","Oui",386.52,13.65,254.85,9
12117928,"KRFC300E****","KitchenAid",405,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",566.33,20,9,"No","Non",407.19,14.38,159.14,5.62
12117929,"KRFF302E****","KitchenAid",424,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",626.08,22.11,10,"No","Non",443.44,15.66,182.64,6.45
12117930,"KRFF305E****","KitchenAid",449,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",713.29,25.19,12,"No","Non",502.62,17.75,210.68,7.44
12117931,"KRBL109ESS**","KitchenAid",397,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",528.67,18.67,9,"No","Non",366.42,12.94,162.25,5.73
12117932,"KRBL102ESS**","KitchenAid",423,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",624.95,22.07,10,"No","Non",442.3,15.62,182.64,6.45
12117933,"KRBR109ESS**","KitchenAid",397,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",528.67,18.67,9,"No","Non",366.42,12.94,162.25,5.73
12117934,"KRBR102ESS**","KitchenAid",423,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",624.95,22.07,10,"No","Non",442.3,15.62,182.64,6.45
12117935,"KRBX109E****","KitchenAid",397,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",528.67,18.67,9,"No","Non",366.42,12.94,162.25,5.73
12117937,"WRS586FIE***","Whirlpool",574,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",724.62,25.59,12,"Yes","Oui",471.75,16.66,252.87,8.93
12117942,"FPBC2277R*","Frigidaire",540,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",611.647,21.6,10,"Yes","Oui",419.092,14.8,192.556,6.8
12117943,"FPBS2777R*","Frigidaire",592,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",758.329,26.78,13,"Yes","Oui",511.688,18.07,246.641,8.71
12117944,"FPBG2277R*","Frigidaire",473,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",633.451,22.37,10,"No","Non",440.896,15.57,192.556,6.8
12124109,"LSSB2691**","LG",595,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",725,25.6,12,"Yes","Oui",460.2,16.2,264.8,9.4
12592571,"10.3RMF4R","Microfridge",297,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",291.5,10.3,4,"No","Non",223.5,7.9,68,2.4
12592572,"10.3RMF4RW","Microfridge",297,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",291.5,10.3,4,"No","Non",223.5,7.9,68,2.4
12592573,"10.3LMF4R","Microfridge",297,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",291.5,10.3,4,"No","Non",223.5,7.9,68,2.4
12592574,"10.3LMF4RW","Microfridge",297,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",291.5,10.3,4,"No","Non",223.5,7.9,68,2.4
12592575,"DFF103A4WDB","Danby",297,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",291.5,10.3,4,"No","Non",223.5,7.9,68,2.4
12592576,"JUD24FRECX0*","Jenn-Air",301,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",132.9,4.69,2,"No","Non",132.9,4.69,0,0
12592577,"JUD24FRERS0*","Jenn-Air",301,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",132.9,4.69,2,"No","Non",132.9,4.69,0,0
12592578,"KUDR204EPA0*","KitchenAid",301,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",132.9,4.69,2,"No","Non",132.9,4.69,0,0
12592579,"KUDR204ESB0*","KitchenAid",301,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",132.9,4.69,2,"No","Non",132.9,4.69,0,0
12592580,"JUD24FCECX0*","Jenn-Air",450,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","Bottom","En bas",132.9,4.69,2,"No","Non",63.2,2.23,69.7,2.46
12592581,"JUD24FCERS0*","Jenn-Air",450,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","Bottom","En bas",132.9,4.69,2,"No","Non",63.2,2.23,69.7,2.46
12592582,"KUDF204EPA0*","KitchenAid",450,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","Bottom","En bas",132.9,4.69,2,"No","Non",63.2,2.23,69.7,2.46
12592583,"KUDF204ESB0*","KitchenAid",450,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","Bottom","En bas",132.9,4.69,2,"No","Non",63.2,2.23,69.7,2.46
12592584,"RF23J9011**","Samsung",499,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",637.128,22.5,11,"Yes","Oui",386.241,13.64,250.887,8.86
12592585,"RF26J7500**","Samsung",515,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",722.078,25.5,12,"Yes","Oui",495.544,17.5,226.534,8
12593817,"CVCSB5483*****","Brigade",650,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",809.58,28.59,14,"No","Non",543.12,19.18,266.46,9.41
12593818,"CFDSB5483*****","Brigade",650,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",809.58,28.59,14,"No","Non",543.12,19.18,266.46,9.41
12593830,"FTMD18P4R*","Frigidaire",359,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",511.971,18.08,8,"No","Non",399.27,14.1,112.702,3.98
12600703,"JUW24F*ECX0*","Jenn-Air",426,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",134.8,4.8,2,"-","-",134.8,4.76,0,0
12600704,"JUW24F*ERS0*","Jenn-Air",426,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",134.8,4.8,2,"-","-",134.8,4.76,0,0
12600705,"KUW*204EPA0*","KitchenAid",426,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",134.8,4.8,2,"-","-",134.8,4.76,0,0
12600706,"KUW*204ESB0*","KitchenAid",426,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",134.8,4.8,2,"-","-",134.8,4.76,0,0
12600707,"KUW*304ESS0*","KitchenAid",426,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",134.8,4.8,2,"-","-",134.8,4.76,0,0
12600710,"WH43S1E","Whirlpool",228,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","Inside","À l'intérieur",120,4.2,1,"No","Non",106,3.74,14,0.49
12601827,"WUW35X15DS","Whirlpool",340,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",93,3.3,1,"-","-",93,3.3,0,0
12601828,"WUW55X15DS","Whirlpool",340,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",93,3.3,1,"-","-",93,3.3,0,0
12601829,"WUW35X24DS","Whirlpool",380,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",162,5.7,2,"-","-",162,5.7,0,0
12601830,"WUW55X24DS","Whirlpool",300,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",152,5.4,2,"-","-",152,5.4,0,0
12602049,"LPXS30886*","LG",576,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",838.3,29.6,14,"Yes","Oui",470.1,16.6,368.2,13
12602059,"LPCS34886*","LG",536,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",948.7,33.5,16,"No","Non",569.2,20.1,379.5,13.4
12770847,"FPTR18D3R*","Frigidaire",359,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",511.971,18.08,8,"No","Non",399.27,14.1,112.702,3.98
12770848,"RVRF336S*","Viking",472,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",628.354,22.19,10,"No","Non",436.648,15.42,191.706,6.77
12772369,"WH31S1E","Whirlpool",320,"Compact refrigerator","Réfrigérateur compact","Manual","Non automatique","Inside","À l'intérieur",86,3,1,"No","Non",58.9,2.08,26.8,0.95
12772918,"FPHT18D3R*","Frigidaire",322,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",511.971,18.08,8,"No","Non",399.27,14.1,112.702,3.98
12772919,"JUR24F*ECX0*","Jenn-Air",303,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",137.8,4.87,2,"No","Non",137.8,4.87,0,0
12772920,"JUR24F*ERS0*","Jenn-Air",303,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",137.8,4.87,2,"No","Non",137.8,4.87,0,0
12772921,"KUR*104EPA0*","KitchenAid",303,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",137.8,4.87,2,"No","Non",137.8,4.87,0,0
12772922,"KUR*104ESB0*","KitchenAid",303,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",137.8,4.87,2,"No","Non",137.8,4.87,0,0
12772923,"JUG24F*ECX0*","Jenn-Air",305,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",144,5.09,2,"No","Non",144,5.09,0,0
12772924,"JUG24F*ERS0*","Jenn-Air",305,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",144,5.09,2,"No","Non",144,5.09,0,0
12772925,"KUR*204ESB0*","KitchenAid",305,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",144,5.09,2,"No","Non",144,5.09,0,0
12772926,"KUR*304ESS0*","KitchenAid",305,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",144,5.09,2,"No","Non",144,5.09,0,0
12881077,"DD410R*","Haier",308,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",153,5.4,2,"No","Non",152.8,5.4,0,0
12881078,"HEWF150ABB","Haier",310,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",281,9.9,4,"-","-",280.9,9.92,0,0
12881079,"HEWF175ABB","Haier",347,"Celliers domestiques","Celliers domestiques","Automatic","Automatique","-","-",390,13.8,6,"-","-",390.4,13.8,0,0
12881080,"HRT18R1A**","Haier",364,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",512,18.1,8,"No","Non",377.8,13.34,134.2,4.74
12881081,"HRT18R2A**","Haier",364,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",512,18.1,8,"No","Non",377.8,13.34,134.2,4.74
12881082,"HRT18F1A**","Haier",364,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",512,18.1,8,"No","Non",377.8,13.34,134.2,4.74
12881083,"HRT18F2A**","Haier",327,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",512,18.1,8,"No","Non",377.8,13.34,134.2,4.74
12881084,"HRT21R2A**","Haier",384,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",583,20.6,10,"No","Non",435,15.36,147.8,5.22
12881085,"HRT21F1A**","Haier",384,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",583,20.6,10,"No","Non",435,15.36,147.8,5.22
12881086,"HRT21F2A**","Haier",346,"Refrigerator","Réfrigérateur","Automatic","Automatique","Top","En haut",583,20.6,10,"No","Non",435,15.36,147.8,5.22
12881087,"GZS22DSJ****","GE",513,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",619,21.9,10,"Yes","Oui",398.4,14.07,220.6,7.79
12881088,"GZS22DMJ****","GE",513,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",619,21.9,10,"Yes","Oui",398.4,14.07,220.6,7.79
12881089,"GZS22DGJ****","GE",513,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",619,21.9,10,"Yes","Oui",398.4,14.07,220.6,7.79
12987058,"KBSN608ESS**","KitchenAid",655,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",850.06,30.02,14,"No","Non",545.38,19.26,304.69,10.76
12987059,"KRFF300E****","KitchenAid",452,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",557.27,19.68,9,"No","Non",377.74,13.34,179.53,6.34
12987060,"KRMF606ESS**","KitchenAid",578,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",729.44,25.76,12,"Yes","Oui",513.95,18.15,215.49,7.61
12987061,"KRMF706EBS**","KitchenAid",578,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",729.44,25.76,12,"Yes","Oui",513.95,18.15,215.49,7.61
12987062,"KRMF706ESS**","KitchenAid",578,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",729.44,25.76,12,"Yes","Oui",513.95,18.15,215.49,7.61
12987063,"WRV976FDE***","Whirlpool",578,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",729.44,25.76,12,"Yes","Oui",513.95,18.15,215.49,7.61
12987064,"WRV986FDE***","Whirlpool",578,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",729.44,25.76,12,"Yes","Oui",513.95,18.15,215.49,7.61
12987067,"KRSC500E****","KitchenAid",518,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",562.08,19.85,9,"Yes","Oui",364.43,12.87,197.65,6.98
12987070,"KBSD602ESS**","KitchenAid",586,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",708.48,25.02,12,"Yes","Oui",464.68,16.41,243.81,8.61
12987071,"KBSD608EBS**","KitchenAid",632,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",835.91,29.52,14,"Yes","Oui",544.24,19.22,291.66,10.3
12987072,"KBSD608ESS**","KitchenAid",632,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",835.91,29.52,14,"Yes","Oui",544.24,19.22,291.66,10.3
12987074,"WRF757SDE***","Whirlpool",528,"Refrigerator","Réfrigérateur","Automatic","Automatique","Bottom","En bas",758.88,26.8,13,"Yes","Oui",538.86,19.03,220.02,7.77
12987075,"5176****","Kenmore",568,"Refrigerator","Réfrigérateur","Automatic","Automatique","Side","Latéral",703.38,24.84,12,"Yes","Oui",450.52,15.91,252.87,8.93
12988342,"DKC5811BSL-1","Danby",311,"Compact refrigerator","Réfrigérateur compact","Automatic","Automatique","No freezer","Sans congélateur",163,5.76,2,"No","Non",163,5.76,0,0
